Gene	sgRNA	NKselection|beta	NKselection|z	NKselection|p-value	NKselection|fdr	NKselection|wald-p-value	NKselection|wald-fdr
DHRS12	6	0.89961	0.94768	0.26916	0.94696	0.34329	0.84383
STMND1	6	0.016717	0.04337	0.7066	0.99682	0.96541	0.9856
ZUFSP	6	0.7555	0.96229	0.37807	0.96858	0.33591	0.84383
ANKRD30B	6	-0.4519	-1.0128	0.26008	0.94696	0.31117	0.84383
PTCHD3	6	-0.10452	-0.30898	0.5704	0.98944	0.75734	0.91
FSTL3	6	0.42894	0.57596	0.73992	0.99682	0.56464	0.85441
CUL9	6	-0.15887	-0.38168	0.51265	0.98798	0.7027	0.89239
RD3	6	2.0226	0.66331	0.0089874	0.62739	0.50713	0.84469
C7orf25	6	-0.17382	-0.33822	0.49744	0.98755	0.7352	0.90396
KIF11	6	1.0739	1.1961	0.17154	0.93443	0.23167	0.84383
ABCC6	6	0.30359	0.61848	0.90644	0.99682	0.53626	0.84761
RBM15	6	0.7201	1.173	0.41043	0.97689	0.2408	0.84383
hsa-mir-4450	4	0.1071	0.25302	0.87206	0.99682	0.80026	0.92388
ITGAV	6	1.035	1.042	0.19104	0.93547	0.29741	0.84383
SMEK1	6	-0.28438	-0.6038	0.39199	0.97274	0.54598	0.84929
CXCL2	6	-0.06211	-0.17089	0.61631	0.99078	0.86431	0.9473
BST1	6	-0.17696	-0.27972	0.49463	0.98755	0.77969	0.91654
RASSF9	6	0.81881	0.94848	0.32534	0.95199	0.34288	0.84383
HSPB6	6	0.5133	0.84582	0.63046	0.99168	0.39766	0.84383
GABPA	6	1.925	0.73265	0.012444	0.68094	0.46377	0.84383
FABP3	6	1.1841	0.83413	0.12555	0.91195	0.40421	0.84383
FAM219A	6	0.2816	0.82785	0.93663	0.99751	0.40775	0.84383
RPS2	6	0.13491	0.23634	0.85505	0.99682	0.81317	0.92941
TNFRSF1A	6	-0.31369	-0.78276	0.36655	0.96777	0.43377	0.84383
MATR3	6	0.36168	0.60237	0.82799	0.99682	0.54693	0.84929
DENND1A	6	1.4984	0.7054	0.048532	0.81399	0.48056	0.84383
VSNL1	6	-0.84427	-1.9185	0.080195	0.86703	0.055053	0.84383
PATE2	6	0.69441	1.2684	0.43656	0.98269	0.20466	0.84383
PDLIM1	6	-0.24583	-0.63304	0.42697	0.98052	0.52671	0.84598
DNASE2B	6	0.11799	0.31428	0.83187	0.99682	0.75331	0.90875
GPRC5D	6	-0.085537	-0.21793	0.59142	0.99043	0.82748	0.9349
TMEM259	6	-1.1146	-2.0087	0.03217	0.78744	0.044566	0.84383
COX8C	6	0.78146	0.96386	0.35498	0.96203	0.33512	0.84383
HOXA7	6	0.26314	0.67777	0.96451	0.99919	0.49792	0.84383
SLC17A1	6	0.61643	0.86476	0.51597	0.98798	0.38717	0.84383
MYBPH	6	-0.0033529	-0.0056807	0.68378	0.99682	0.99547	0.99846
AMICA1	6	0.72532	0.95719	0.40522	0.97572	0.33847	0.84383
NARS	6	3.1192	0.25641	0.00055307	0.37209	0.79764	0.92309
GALNT9	6	-0.014063	-0.033009	0.67111	0.99682	0.97367	0.98974
KLF8	6	0.03632	0.089025	0.7289	0.99682	0.92906	0.97203
KIAA1210	6	0.13408	0.28717	0.85408	0.99682	0.77398	0.91479
CST1	6	-0.58011	-1.4503	0.18238	0.93547	0.14699	0.84383
NUTM2G	6	0.66238	1.2624	0.46794	0.9865	0.2068	0.84383
LSM14B	6	-0.19161	-0.76654	0.48011	0.98755	0.44336	0.84383
PEX14	6	0.91145	0.60905	0.26243	0.94696	0.54249	0.84915
SBF1	6	0.87498	1.1521	0.284	0.94792	0.24929	0.84383
UROD	6	1.0918	0.69241	0.1626	0.92898	0.48868	0.84383
TMPRSS9	6	0.19419	0.45079	0.9393	0.99751	0.65214	0.87548
ADIPOR2	6	0.72651	1.0454	0.40443	0.97572	0.29584	0.84383
VIP	6	0.56244	1.2183	0.57243	0.98944	0.22312	0.84383
TMEM167A	6	-0.94578	-2.5899	0.057243	0.83158	0.0095999	0.84383
TAPBPL	6	0.72525	1.2795	0.40522	0.97572	0.20071	0.84383
CCDC82	6	0.21803	0.45227	0.97133	0.99944	0.65108	0.87548
PRKRIP1	6	1.2868	1.0158	0.093054	0.89217	0.30971	0.84383
CIC	6	-0.12336	-0.37737	0.54975	0.98936	0.7059	0.8934
STK17A	6	0.51399	1.1351	0.6299	0.99168	0.25634	0.84383
PAX9	6	0.39532	0.91164	0.7837	0.99682	0.36196	0.84383
MTSS1L	6	0.25336	0.56292	0.97811	0.99944	0.57349	0.85573
OR8U1	6	1.0164	1.1165	0.20127	0.94021	0.26421	0.84383
ARSE	6	0.4315	1.0592	0.73605	0.99682	0.2895	0.84383
hsa-mir-4787	4	1.1402	0.76647	0.24036	0.9415	0.4434	0.84383
RAB19	6	0.7513	0.85947	0.38162	0.96869	0.39008	0.84383
P2RX7	6	-0.21544	-0.51846	0.45642	0.98557	0.60414	0.86054
KRBA1	6	0.080692	0.17948	0.78237	0.99682	0.85756	0.94561
SPAG9	6	0.20101	0.41091	0.94792	0.99835	0.68114	0.88486
MC2R	6	-0.39591	-0.69699	0.30244	0.95101	0.48581	0.84383
MSH6	6	-0.88658	-2.2544	0.070056	0.85179	0.024171	0.84383
C10orf105	6	-0.72448	-1.8245	0.12015	0.90965	0.068078	0.84383
hsa-mir-521-1	4	0.67143	0.71374	0.55386	0.98936	0.47539	0.84383
MECOM	6	-2.0082	-3.7477	0.0017514	0.41304	0.00017844	0.17599
NonTargetingControlGuideForHuman_0519	1	0.99072	0.59299	0.56206	0.98944	0.55319	0.8513
GPBP1	6	1.1556	1.065	0.13652	0.91907	0.28688	0.84383
CCNB1	6	0.29061	0.52331	0.92492	0.99747	0.60076	0.86014
XIAP	6	0.88468	1.078	0.2782	0.94792	0.28101	0.84383
TEX33	6	0.71241	0.78076	0.41789	0.97893	0.43494	0.84383
FAM159B	6	0.54458	0.86714	0.59303	0.99068	0.38587	0.84383
C1orf116	6	0.090253	0.1855	0.79564	0.99682	0.85284	0.94393
TARM1	6	-0.2438	-0.58497	0.42946	0.98146	0.55857	0.85256
PDIA3	6	-0.43345	-1.0795	0.27465	0.94792	0.28036	0.84383
AK4	6	-0.16469	-0.2477	0.50754	0.98798	0.80436	0.92509
NFIB	6	0.25727	0.5557	0.97276	0.99944	0.57841	0.8561
UFSP2	6	0.32186	0.56018	0.88127	0.99682	0.57535	0.85591
HLA-DQA2	6	-0.63344	-1.1219	0.15822	0.92898	0.26192	0.84383
TTC8	6	0.97185	1.4472	0.2257	0.94021	0.14784	0.84383
KDELR1	6	1.8629	0.73481	0.015209	0.68208	0.46246	0.84383
LILRB4	6	0.29023	0.72993	0.92561	0.99747	0.46544	0.84383
CDK7	6	0.098879	0.18665	0.80776	0.99682	0.85193	0.94365
OR2H2	6	-0.36871	-0.79242	0.32249	0.95199	0.42812	0.84383
PARP4	6	0.69327	1.0544	0.43771	0.98292	0.29171	0.84383
PPP2R3A	6	-0.085645	-0.2414	0.59133	0.99043	0.80925	0.92768
TMEM154	6	-0.22432	-0.5568	0.44845	0.98402	0.57767	0.8561
C1orf21	6	-0.76704	-2.0513	0.10531	0.90965	0.040236	0.84383
NECAP1	6	0.71368	1.2888	0.41674	0.97893	0.19745	0.84383
RTBDN	6	-0.24184	-0.54578	0.43163	0.98153	0.58522	0.85852
MFSD2A	6	1.13	0.99095	0.14726	0.92689	0.32171	0.84383
DFFA	6	-0.35109	-0.94672	0.33654	0.95579	0.34378	0.84383
GSG1L	6	-0.30797	-1.0303	0.37125	0.9684	0.30287	0.84383
ARHGEF11	6	-1.0097	-1.6283	0.045306	0.80635	0.10346	0.84383
PGBD1	6	0.10389	0.22275	0.81417	0.99682	0.82373	0.93338
METTL15	6	1.0159	1.1271	0.20146	0.94021	0.25968	0.84383
GPR26	6	1.9349	0.68429	0.012121	0.68094	0.49379	0.84383
UCP2	6	-0.20168	-0.44821	0.46868	0.98652	0.654	0.87625
SMN1	6	0.56521	0.91236	0.56948	0.98944	0.36158	0.84383
SAP130	6	1.4515	0.81114	0.055768	0.8299	0.41728	0.84383
METTL7A	6	1.0823	1.1986	0.16758	0.93239	0.23067	0.84383
C19orf47	6	0.50936	1.095	0.6347	0.99299	0.27352	0.84383
SYNPR	6	1.4221	0.953	0.061161	0.83425	0.34059	0.84383
C12orf77	6	-0.39946	-0.83009	0.29976	0.95101	0.40649	0.84383
hsa-mir-4772	4	0.94827	0.96649	0.34797	0.95823	0.3338	0.84383
ARHGEF1	6	-0.2687	-0.83883	0.40632	0.97609	0.40157	0.84383
KIF9	6	-0.38945	-0.7539	0.30742	0.95153	0.45091	0.84383
LCOR	6	-0.71335	-2.0055	0.1244	0.91089	0.044911	0.84383
GPRIN3	6	-0.6618	-1.4578	0.14569	0.92689	0.14489	0.84383
hsa-mir-4757	4	-0.26781	-0.82412	0.51131	0.98798	0.40987	0.84383
SH2D3C	6	0.85119	1.0482	0.30119	0.95101	0.29456	0.84383
MTX3	6	0.82137	0.93187	0.32369	0.95199	0.3514	0.84383
MN1	6	0.17266	0.43071	0.90787	0.99682	0.66668	0.88059
DCAF8L1	6	0.27345	0.66767	0.94898	0.9984	0.50435	0.84467
LXN	6	0.42312	0.90181	0.74831	0.99682	0.36716	0.84383
PFKFB3	6	0.66403	0.92112	0.46619	0.98648	0.35699	0.84383
SCAMP5	6	-0.70349	-1.5778	0.12794	0.91379	0.11461	0.84383
RPL39	6	-0.10237	-0.10014	0.57294	0.98944	0.92024	0.96847
NonTargetingControlGuideForHuman_0626	1	0.57436	0.64003	0.82915	0.99682	0.52215	0.84562
NT5C1B-RDH14	6	0.60285	1.4193	0.52994	0.98798	0.15582	0.84383
TRMT6	6	1.0815	0.8715	0.16786	0.93241	0.38348	0.84383
CTNNA2	6	0.38411	0.58015	0.79836	0.99682	0.56181	0.85296
TNFSF4	6	0.33494	0.8319	0.86252	0.99682	0.40547	0.84383
LOXHD1	6	0.40631	0.87263	0.76978	0.99682	0.38286	0.84383
HADH	6	-0.92075	-1.7314	0.063235	0.83434	0.083376	0.84383
DNMT1	6	-0.52944	-1.3606	0.21141	0.94021	0.17363	0.84383
BMP4	6	0.91945	1.022	0.25686	0.94611	0.3068	0.84383
MKL2	6	-0.42413	-0.88745	0.28147	0.94792	0.37483	0.84383
OR51F2	6	0.079896	0.31593	0.78135	0.99682	0.75206	0.90822
REEP5	6	0.028763	0.067735	0.71996	0.99682	0.946	0.97814
ITGAE	6	-0.24205	-0.37752	0.43149	0.98153	0.70579	0.8934
SLC28A3	6	-0.41839	-1.2708	0.28539	0.94792	0.20378	0.84383
LONRF3	6	0.67559	0.9055	0.45651	0.98557	0.3652	0.84383
FETUB	6	-0.1041	-0.23536	0.57072	0.98944	0.81393	0.92968
MAML2	6	-1.3647	-3.2395	0.013458	0.68094	0.0011972	0.49768
CD99_X	6	0.89513	1.3492	0.2716	0.94696	0.17727	0.84383
ZNF395	6	0.32746	0.75473	0.87256	0.99682	0.45041	0.84383
ATP1A2	6	-0.18878	-0.64772	0.48274	0.98755	0.51717	0.84562
CTIF	6	0.67401	0.8999	0.45776	0.98602	0.36817	0.84383
GOLGA5	6	0.71902	1.2828	0.4113	0.9769	0.19957	0.84383
KDM4A	6	-0.18028	-0.38299	0.49099	0.98755	0.70173	0.89234
SP100	6	0.29836	0.79865	0.91418	0.9972	0.42449	0.84383
TCHH	6	-0.45881	-1.2432	0.25658	0.94611	0.21381	0.84383
TMEM134	6	-0.096255	-0.16071	0.58022	0.98944	0.87232	0.951
HBD	6	0.13912	0.24051	0.86016	0.99682	0.80994	0.92784
MOCS3	6	0.81483	0.76336	0.32806	0.95199	0.44525	0.84383
NonTargetingControlGuideForHuman_0764	1	0.63518	0.70349	0.80209	0.99682	0.48175	0.84383
SRP19	6	-0.044325	-0.061772	0.63608	0.99299	0.95074	0.97974
hsa-mir-7-1	4	0.58492	0.48446	0.62778	0.99168	0.62806	0.86976
FAM229A	6	0.2557	0.53251	0.97493	0.99944	0.59437	0.85888
CMTR2	6	0.035513	0.048291	0.72784	0.99682	0.96148	0.98437
NonTargetingControlGuideForHuman_0706	1	0.32628	0.70653	0.94451	0.99805	0.47986	0.84383
HOXD9	6	0.49476	1.0266	0.65221	0.99522	0.30459	0.84383
HIST1H2AA	6	-1.1638	-2.7377	0.027377	0.77366	0.0061863	0.84383
PLD3	6	0.18831	0.53872	0.93096	0.99751	0.59008	0.85854
LIX1L	6	0.70537	0.94105	0.42471	0.98014	0.34668	0.84383
XXYLT1	6	0.40319	0.78113	0.77379	0.99682	0.43473	0.84383
ASB1	6	0.26708	0.73407	0.95861	0.9989	0.4629	0.84383
REXO1	6	0.47878	0.7122	0.67387	0.99682	0.47634	0.84383
LPXN	6	-0.79646	-1.8191	0.093838	0.8922	0.068889	0.84383
GPATCH8	6	0.22028	0.5096	0.97493	0.99944	0.61033	0.86313
SLC7A5	6	0.94622	0.86929	0.24022	0.9415	0.38469	0.84383
SHPRH	6	1.1128	1.1144	0.15431	0.92898	0.26513	0.84383
FIGNL1	6	1.2983	1.0798	0.089828	0.89048	0.28023	0.84383
TXNDC15	6	0.43433	0.55571	0.73139	0.99682	0.57841	0.8561
CITED1	6	1.2377	1.0325	0.1079	0.90965	0.30185	0.84383
OLFM2	6	1.4291	1.0213	0.060285	0.83185	0.30709	0.84383
GBF1	6	-0.05825	-0.14364	0.62036	0.99168	0.88578	0.95648
hsa-mir-6880	4	-1.3288	-0.54515	0.046089	0.80911	0.58565	0.85852
MGST3	6	-0.13642	-0.33151	0.53648	0.98798	0.74026	0.90505
LOC286238	6	0.39696	0.91678	0.78158	0.99682	0.35926	0.84383
RHOT2	6	-0.23376	-0.59207	0.43988	0.98346	0.55381	0.8515
COPB2	6	-0.43029	-0.75173	0.27714	0.94792	0.45221	0.84383
TRANK1	6	0.88086	1.0198	0.28055	0.94792	0.30784	0.84383
ZNF287	6	0.55188	1.2598	0.58386	0.98954	0.20776	0.84383
C14orf93	6	0.09438	0.268	0.80122	0.99682	0.7887	0.91979
hsa-mir-6819	4	0.53092	0.63581	0.67687	0.99682	0.5249	0.84562
GID8	6	1.1818	0.9899	0.12656	0.9127	0.32222	0.84383
TOP3A	6	-0.52266	-1.3078	0.21593	0.94021	0.19093	0.84383
TRPV5	6	0.22643	0.56249	0.98433	0.99944	0.57378	0.85573
ERICH1	6	-0.37761	-1.0731	0.31567	0.95153	0.28324	0.84383
PRDX5	6	-0.30079	-0.38801	0.37692	0.96858	0.69801	0.89084
UTF1	6	3.2344	0.29671	0.00036871	0.28571	0.76669	0.91325
XPNPEP2	6	-0.091393	-0.23656	0.58506	0.98963	0.813	0.92941
TBC1D14	6	0.13531	0.31765	0.85523	0.99682	0.75075	0.90777
RRAGA	6	0.7975	0.98506	0.34198	0.95594	0.32459	0.84383
hsa-mir-4632	4	1.071	0.91587	0.27635	0.94792	0.35974	0.84383
ACYP2	6	0.23813	0.74831	0.99908	1	0.45427	0.84383
AK2	6	1.1215	1.0178	0.15108	0.92898	0.30878	0.84383
IPO4	6	-0.50172	-1.0373	0.22828	0.94021	0.29959	0.84383
hsa-mir-875	4	-1.3217	-2.131	0.047426	0.81087	0.033087	0.84383
IFNA16	6	-0.62826	-2.0024	0.16016	0.92898	0.045239	0.84383
TBC1D12	6	0.86129	1.4394	0.29322	0.94873	0.15004	0.84383
ARL10	6	-1.2089	-1.779	0.022584	0.73763	0.075244	0.84383
GRM4	6	-0.082997	-0.2205	0.59363	0.99078	0.82548	0.934
SPG21	6	0.30446	0.48884	0.90506	0.99682	0.62496	0.869
C14orf28	6	-0.10461	-0.18813	0.57031	0.98944	0.85078	0.94334
DDX59	6	-0.88446	-1.3763	0.07024	0.85187	0.16874	0.84383
LSM6	6	-0.3657	-0.74044	0.32484	0.95199	0.45904	0.84383
C8orf22	6	0.094841	0.29562	0.80205	0.99682	0.76752	0.91354
CACNA1C	6	0.23388	0.56821	0.99502	0.99944	0.5699	0.85476
DNMT3B	6	-1.3374	-1.2391	0.014196	0.68094	0.2153	0.84383
SLC35F6	6	0.25456	0.68377	0.97617	0.99944	0.49412	0.84383
MYO19	6	-0.74151	-2.062	0.1143	0.90965	0.039211	0.84383
RDH10	6	-0.38529	-1.4169	0.31069	0.95153	0.15652	0.84383
UBE2D1	6	0.13586	0.23486	0.8562	0.99682	0.81432	0.92976
TRIOBP	6	-0.03853	-0.049969	0.64331	0.99425	0.96015	0.984
QRFPR	6	0.68662	1.09	0.44389	0.98346	0.27573	0.84383
RTKN2	6	-0.60523	-1.1056	0.17021	0.93443	0.26891	0.84383
CWF19L2	6	0.62666	0.77521	0.50486	0.98798	0.43821	0.84383
SP3	6	1.0679	0.91678	0.17463	0.93462	0.35926	0.84383
SV2A	6	0.62278	1.0678	0.50878	0.98798	0.28561	0.84383
ASRGL1	6	0.32191	0.65873	0.88109	0.99682	0.51007	0.84552
OR4L1	6	1.5373	1.0143	0.043047	0.80635	0.31044	0.84383
MAPK8	6	0.42906	0.72528	0.73964	0.99682	0.46828	0.84383
SLC7A6OS	6	-0.68321	-0.85013	0.1355	0.91734	0.39525	0.84383
ADRM1	6	0.63872	1.0121	0.49288	0.98755	0.31148	0.84383
HMG20B	6	1.735	0.62341	0.023552	0.74058	0.53301	0.84714
ST18	6	0.1725	0.40492	0.90759	0.99682	0.68554	0.886
PLEKHG4B	6	0.43322	0.84523	0.73333	0.99682	0.39798	0.84383
CXCL12	6	-0.28847	-0.54365	0.38849	0.9708	0.58668	0.85852
OR51E2	6	0.22338	0.65639	0.97991	0.99944	0.51157	0.84562
hsa-mir-6814	4	-0.33811	-0.669	0.452	0.98414	0.50349	0.84448
MDH1	6	0.37851	0.87058	0.80569	0.99682	0.38398	0.84383
ZBTB20	6	0.77581	1.1407	0.36042	0.9642	0.25401	0.84383
PSAPL1	6	0.281	0.49006	0.93736	0.99751	0.62409	0.86899
hsa-mir-4506	4	1.7541	0.70245	0.063096	0.83425	0.4824	0.84383
VAMP3	6	-0.16249	-0.47544	0.50947	0.98798	0.63448	0.87157
CCL27	6	-1.1651	-2.065	0.027331	0.77366	0.038926	0.84383
CDK8	6	-0.83813	-1.7745	0.082223	0.87158	0.075977	0.84383
CRABP2	6	0.58853	1.0494	0.54482	0.98816	0.29399	0.84383
LRPAP1	6	-0.020385	-0.057173	0.66415	0.99682	0.95441	0.98181
hsa-mir-25	4	-0.0022893	-0.0026846	0.75808	0.99682	0.99786	0.99911
CLCN2	6	1.1563	0.899	0.13629	0.91889	0.36865	0.84383
SPTY2D1	6	-0.69144	-1.5562	0.1326	0.91583	0.11966	0.84383
INHBE	6	0.22307	1.4735	0.97926	0.99944	0.14062	0.84383
BOD1L2	6	0.43078	0.88418	0.73701	0.99682	0.3766	0.84383
SLC16A3	6	0.63428	0.6245	0.4979	0.98755	0.5323	0.84705
KCNN1	6	-0.44019	-0.88209	0.26902	0.94696	0.37773	0.84383
LRRC66	6	0.87564	1.3003	0.28386	0.94792	0.1935	0.84383
LARP1B	6	-0.097845	-0.42383	0.57828	0.98944	0.67169	0.88192
TMEM56-RWDD3	1	1.8657	0.33893	0.30082	0.95101	0.73466	0.90396
NPC1L1	6	0.21821	0.48582	0.97161	0.99944	0.6271	0.86952
PCBD1	6	-0.64617	-1.3644	0.15242	0.92898	0.17244	0.84383
KLF3	6	-0.76764	-1.4567	0.1049	0.90965	0.1452	0.84383
C17orf89	6	0.34121	0.56931	0.855	0.99682	0.56915	0.85454
MAP1S	6	-0.048794	-0.084316	0.6311	0.99168	0.93281	0.97327
SEPT4	6	-0.30549	-0.98386	0.37346	0.9684	0.32519	0.84383
PPP2R5B	6	0.20777	0.31002	0.95714	0.99885	0.75654	0.90953
FAM219B	6	-0.53358	-1.6342	0.20892	0.94021	0.10222	0.84383
CNDP2	6	0.24196	0.74251	0.99346	0.99944	0.45778	0.84383
TMEM62	6	0.20852	0.37273	0.95774	0.99885	0.70935	0.89496
NUTF2	6	0.098835	0.11025	0.80767	0.99682	0.91221	0.96513
CACYBP	6	-0.32383	-0.52227	0.35775	0.9639	0.60148	0.86034
TMEM108	6	0.64674	0.6409	0.48523	0.98755	0.52159	0.84562
GRIN3A	6	-0.056401	-0.16239	0.62267	0.99168	0.871	0.95044
hsa-mir-4694	4	0.98057	1.0008	0.32788	0.95199	0.31694	0.84383
PIM1	6	-0.695	-1.2825	0.13126	0.9149	0.19968	0.84383
KRTAP8-1	6	1.4238	0.79059	0.061022	0.83425	0.42918	0.84383
RGMB	6	0.95547	0.67166	0.23446	0.9415	0.5018	0.84383
ZRANB1	6	-0.21385	-0.48251	0.45827	0.98602	0.62944	0.87001
NonTargetingControlGuideForHuman_0823	1	-0.52341	-1.2069	0.6518	0.99507	0.22747	0.84383
ESYT1	6	1.0358	1.1005	0.19072	0.93547	0.27113	0.84383
KRTAP4-3	6	-0.32091	-0.74758	0.36014	0.9642	0.45472	0.84383
RBM43	6	0.75093	0.91821	0.38217	0.96869	0.35851	0.84383
ATG12	6	0.55663	1.0609	0.57874	0.98944	0.28873	0.84383
NonTargetingControlGuideForHuman_0774	1	0.48907	0.58184	0.86846	0.99682	0.56068	0.85269
SRRT	6	0.80109	0.82764	0.33876	0.95579	0.40788	0.84383
hsa-mir-4663	4	1.6704	0.73692	0.076739	0.86261	0.46117	0.84383
LGALSL	6	1.033	1.234	0.19228	0.93708	0.21721	0.84383
MRPS28	6	0.22057	0.36643	0.97562	0.99944	0.71404	0.8961
PRM2	6	-0.21396	-0.50585	0.45817	0.98602	0.61296	0.86473
RETSAT	6	0.74348	1.0088	0.38895	0.9708	0.31306	0.84383
SLC37A4	6	-1.4855	-2.6213	0.0084804	0.61745	0.0087605	0.84383
MTCH1	6	0.52614	0.67182	0.61446	0.99078	0.5017	0.84383
RPL27A	6	0.24522	0.53072	0.98922	0.99944	0.59561	0.85908
DPY19L2	6	-0.11805	-0.36584	0.55528	0.98936	0.71449	0.89619
DOHH	6	0.78562	1.0511	0.35189	0.96147	0.2932	0.84383
UTP6	6	1.1243	1.2095	0.14956	0.92898	0.22646	0.84383
SAMD7	6	-0.73624	-1.6859	0.11615	0.90965	0.09182	0.84383
RFFL	6	0.10941	0.18995	0.82136	0.99682	0.84935	0.94295
WDR7	6	-0.50209	-0.74407	0.22796	0.94021	0.45683	0.84383
C19orf67	6	0.58593	0.94374	0.54759	0.98827	0.3453	0.84383
C9	6	0.59181	0.68752	0.54127	0.98816	0.49176	0.84383
GSTK1	6	1.1257	0.99352	0.14896	0.92806	0.32046	0.84383
XKR3	6	0.066084	0.14669	0.76324	0.99682	0.88337	0.95584
EFHB	6	0.48431	0.79026	0.66544	0.99682	0.42938	0.84383
hsa-mir-3936	4	0.76201	0.75953	0.47878	0.98755	0.44754	0.84383
LEPROTL1	6	-0.10558	-0.28535	0.56939	0.98944	0.77538	0.91502
LHFP	6	-0.086809	-0.23575	0.58999	0.99026	0.81363	0.92961
AREL1	6	-0.098184	-0.19046	0.57782	0.98944	0.84895	0.94286
HARS2	6	0.27237	1.4362	0.95087	0.99841	0.15094	0.84383
SUSD3	6	0.67305	0.89562	0.45882	0.98614	0.37046	0.84383
hsa-mir-133a-1	4	0.47177	0.91982	0.72932	0.99682	0.35767	0.84383
CCDC39	6	-0.18855	-0.52721	0.48297	0.98755	0.59805	0.86001
NonTargetingControlGuideForHuman_0210	1	-0.10893	-1.0023	0.8409	0.99682	0.3162	0.84383
COX5B	6	-0.4524	-1.1831	0.25985	0.94696	0.23678	0.84383
HSPA9	6	-0.055822	-0.076007	0.62368	0.99168	0.93941	0.97626
KIFC1	6	-0.41994	-0.56481	0.28446	0.94792	0.5722	0.85565
FNDC8	6	1.9685	0.75831	0.010923	0.66387	0.44827	0.84383
NKAIN2	6	0.11892	0.17696	0.8332	0.99682	0.85954	0.9462
RIC8B	6	-0.34137	-0.80522	0.34369	0.95642	0.42069	0.84383
ZBTB41	6	-0.13886	-0.22012	0.53413	0.98798	0.82578	0.934
RAB40A	6	0.98085	1.2259	0.22045	0.94021	0.22025	0.84383
GANAB	6	-0.33642	-0.77397	0.34714	0.95823	0.43895	0.84383
C1orf210	6	-0.70339	-1.5992	0.12794	0.91379	0.10979	0.84383
CLRN2	6	0.22769	0.41988	0.98613	0.99944	0.67457	0.88307
PIH1D3	6	-0.0062989	-0.018224	0.68028	0.99682	0.98546	0.99461
C19orf25	6	0.89041	1.1833	0.27469	0.94792	0.23669	0.84383
SERPINB4	4	0.72325	0.90477	0.51136	0.98798	0.36559	0.84383
RYR1	6	0.16787	0.45396	0.90123	0.99682	0.64986	0.87548
FRMPD1	6	0.89895	1.0833	0.26962	0.94696	0.27868	0.84383
BMP2K	6	0.050053	0.11455	0.74397	0.99682	0.9088	0.9645
MTRNR2L4	6	-0.20092	-0.55886	0.46988	0.98665	0.57625	0.8561
ABCB5	6	-0.48905	-0.92019	0.23639	0.9415	0.35747	0.84383
SPRY3_X	6	0.75317	1.2305	0.38005	0.96869	0.21852	0.84383
LAMA3	6	-0.92728	-2.5607	0.061668	0.83425	0.010446	0.84383
NDUFB1	6	0.13775	0.28818	0.85846	0.99682	0.77321	0.91479
ZCCHC18	6	-0.59999	-1.6789	0.17325	0.93462	0.093171	0.84383
ADAMTS1	6	0.1854	0.37603	0.92658	0.99747	0.7069	0.89377
GALNTL5	6	0.41536	0.58189	0.75812	0.99682	0.56064	0.85269
hsa-mir-1271	4	-0.0015019	-0.0024639	0.75886	0.99682	0.99803	0.99922
hsa-mir-146b	4	-0.67067	-1.2119	0.23418	0.9415	0.22553	0.84383
CIDEB	6	0.32751	0.70308	0.87247	0.99682	0.48201	0.84383
FFAR4	6	-0.6258	-1.398	0.16108	0.92898	0.16212	0.84383
CCND1	6	1.0193	1.1054	0.19971	0.94021	0.26897	0.84383
SSTR1	6	0.38235	0.82742	0.80034	0.99682	0.408	0.84383
hsa-mir-6741	4	2.1319	0.51385	0.025073	0.75661	0.60736	0.8619
RBX1	6	0.51134	0.52724	0.63258	0.99191	0.59803	0.86001
GOLGA6L10	4	-0.179	-0.33655	0.58865	0.99026	0.73645	0.90396
SLC16A14	6	0.45132	0.76363	0.70996	0.99682	0.44509	0.84383
TNFSF10	6	0.36358	0.89384	0.82528	0.99682	0.37141	0.84383
ZDHHC5	6	-0.36754	-0.97099	0.3235	0.95199	0.33156	0.84383
SOS2	6	0.10201	0.30769	0.81103	0.99682	0.75832	0.91059
SLC5A7	6	-0.23141	-0.56742	0.44209	0.98346	0.57043	0.85509
SERTAD4	6	0.42121	0.80653	0.75103	0.99682	0.41994	0.84383
OR10Q1	6	0.49104	1.0433	0.65733	0.99644	0.29683	0.84383
DPPA5	6	0.37007	0.7642	0.81647	0.99682	0.44475	0.84383
DLX5	6	-0.1757	-0.40967	0.49601	0.98755	0.68205	0.88497
C12orf39	6	0.18487	0.46761	0.92566	0.99747	0.64006	0.87247
GNPAT	6	0.46313	1.0379	0.69484	0.99682	0.29932	0.84383
FIZ1	6	-0.84489	-1.0205	0.079965	0.86703	0.30751	0.84383
hsa-mir-1265	4	0.35959	0.61225	0.84546	0.99682	0.54038	0.84892
DDB2	6	-0.50095	-1.2472	0.22879	0.94021	0.21233	0.84383
HLA-DQB1	6	0.39777	1.1303	0.78029	0.99682	0.25834	0.84383
RIPK4	6	-0.85346	-1.5933	0.077845	0.86261	0.11109	0.84383
WBP1L	6	-0.27404	-0.56844	0.4013	0.97503	0.56974	0.85467
HIST1H3H	6	-0.69895	-1.5327	0.12983	0.91467	0.12535	0.84383
TMEM167B	6	0.8616	1.3027	0.29322	0.94873	0.19269	0.84383
FANCC	6	-0.63482	-1.2768	0.15763	0.92898	0.20168	0.84383
FAM185A	6	-0.066174	-0.18326	0.61257	0.99078	0.85459	0.94449
