id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
ADAT1	6	0.21337	0.41273	0.999718	8357	2	-0.069053	0.1463	0.33405	0.996907	6785	2	-0.069053
NPW	6	0.21337	0.41273	0.999718	8358	1	1.9662	0.051396	0.15366	0.993881	3109	4	1.9662
FRMD6	6	0.21337	0.41273	0.999718	8359	1	1.4825	0.1079	0.26471	0.994618	5397	4	1.4825
JUND	6	0.21337	0.41273	0.999718	8360	1	0.27011	0.61445	0.76178	0.999509	16056	2	0.27011
FBXW7	6	0.21337	0.41273	0.999718	8361	3	-0.65787	0.072763	0.19717	0.993881	4009	2	-0.65787
FAM120AOS	6	0.21337	0.41273	0.999718	8362	3	-0.74001	0.57097	0.73427	0.999509	15390	1	-0.74001
LRRC45	6	0.21337	0.41273	0.999718	8363	3	-0.39106	0.24022	0.44998	0.997138	9127	2	-0.39106
SERPINB2	6	0.21337	0.41273	0.999718	8364	2	1.5778	0.10375	0.25695	0.993881	5249	4	1.5778
SUV39H1	6	0.21337	0.41273	0.999718	8365	3	-0.38902	0.75227	0.85527	0.999997	18005	1	-0.38902
RHOQ	6	0.21337	0.41273	0.999718	8366	3	-0.43566	0.12355	0.29335	0.99509	5944	2	-0.43566
G3BP1	6	0.21337	0.41273	0.999718	8367	3	-0.47594	0.076783	0.20516	0.993881	4175	2	-0.47594
PET112	5	0.21337	0.3957	0.999718	8368	2	0.2579	0.53906	0.68848	0.997138	14957	1	0.2579
FAH	5	0.21351	0.39589	0.999718	8369	2	-0.37796	0.3759	0.56423	0.997138	12132	1	-0.37796
CEP85	5	0.21351	0.39589	0.999718	8370	1	1.938	0.080409	0.20914	0.993881	4319	3	1.938
MRPL32	5	0.21351	0.39589	0.999718	8371	2	0.59086	0.14557	0.30465	0.995961	6758	2	0.59086
hsa-mir-513a-1	4	0.21362	0.36481	0.999718	8372	2	-0.79704	0.88766	0.88745	0.999997	19454	0	-0.79704
OR4E2	6	0.21368	0.41311	0.999718	8373	3	-0.80461	0.58151	0.74083	0.999509	15541	1	-0.80461
GARNL3	6	0.21373	0.41316	0.999718	8374	3	-0.31167	0.5396	0.71518	0.998672	14965	2	-0.31167
TMEM256	6	0.21381	0.41326	0.999718	8375	2	0.22097	0.57979	0.73975	0.999509	15514	2	0.22097
RBL2	6	0.21382	0.41327	0.999718	8376	3	0.21214	0.1778	0.38045	0.997138	7702	3	0.21214
HS6ST2	5	0.21384	0.3963	0.999718	8377	3	-0.78164	0.4119	0.59108	0.997138	12950	2	-0.78164
KHNYN	6	0.21395	0.41341	0.999718	8378	3	0.28052	0.10517	0.25966	0.993881	5308	3	0.28052
KPNA7	6	0.21397	0.41344	0.999718	8379	3	0.14016	0.20959	0.4162	0.997138	8426	3	0.14016
TMEM249	6	0.21402	0.41349	0.999718	8380	3	-0.77831	0.55618	0.72517	0.999509	15185	1	-0.77831
TAF9B	6	0.21403	0.41351	0.999718	8381	3	-0.40324	0.30477	0.52022	0.997138	10644	2	-0.40324
SMAD1	6	0.21405	0.41352	0.999718	8382	2	1.002	0.24859	0.45912	0.997138	9342	3	1.002
TMEM139	6	0.2142	0.41369	0.999718	8383	3	-0.50154	0.81711	0.87525	0.999997	18595	1	-0.50154
CACNG1	6	0.21422	0.41372	0.999718	8384	3	-0.1814	0.15032	0.34112	0.997138	6920	3	-0.1814
MYO7A	6	0.21422	0.41372	0.999718	8385	3	-0.77582	0.15662	0.35205	0.997138	7124	2	-0.77582
LYZL2	3	0.21426	0.33248	0.999718	8386	2	-1.1148	0.24178	0.36745	0.997138	9171	1	-1.1148
OR51L1	6	0.21432	0.41384	0.999718	8387	3	-0.75397	0.91207	0.91963	0.999997	19832	1	-0.75397
HEMK1	6	0.21434	0.41385	0.999718	8388	3	-0.33822	0.61913	0.76487	0.999997	16113	2	-0.33822
SYNPO	6	0.2144	0.41393	0.999718	8389	2	-0.17166	0.45864	0.66777	0.997138	13776	2	-0.17166
SPATA33	3	0.21442	0.33267	0.999718	8390	2	-1.1006	0.92922	0.92931	0.999997	20154	0	-1.1006
DOLK	5	0.21445	0.39711	0.999718	8391	2	0.21019	0.61143	0.74702	0.999509	16003	1	0.21019
HSPB3	6	0.21446	0.414	0.999718	8392	3	-0.66719	0.85251	0.88881	0.999997	18980	1	-0.66719
MAPT	5	0.21448	0.39715	0.999718	8393	3	-0.81374	0.80707	0.83938	0.999997	18494	1	-0.81374
TM4SF4	5	0.21449	0.39717	0.999718	8394	3	-0.83688	0.68806	0.78875	0.999997	17098	1	-0.83688
CDON	6	0.21452	0.41407	0.999718	8395	3	-0.50722	0.105	0.25934	0.993881	5299	2	-0.50722
SLC5A5	6	0.21461	0.41416	0.999718	8396	3	-0.017837	0.37194	0.59097	0.997138	12048	3	-0.017837
LRRC6	6	0.21463	0.41419	0.999718	8397	2	2.1799	0.024703	0.087184	0.979378	1789	4	2.1799
SHC4	6	0.21474	0.41431	0.999718	8398	3	-0.11407	0.33717	0.55476	0.997138	11341	3	-0.11407
C19orf77	5	0.21475	0.39752	0.999718	8399	2	-0.21145	0.93645	0.93672	0.999997	20288	0	-0.21145
SNRPN	6	0.2148	0.41439	0.999718	8400	3	-0.55517	0.52183	0.70447	0.997138	14719	1	-0.55517
QRICH2	6	0.21498	0.41457	0.999718	8401	3	0.81519	0.012052	0.04668	0.973673	985	3	0.81519
KIAA1598	6	0.21503	0.41463	0.999718	8402	1	0.051374	0.87565	0.89929	0.999997	19295	1	0.051374
IFT27	6	0.21508	0.41467	0.999718	8403	2	-0.23507	0.60785	0.75752	0.999509	15948	2	-0.23507
FAM19A4	6	0.21511	0.41471	0.999718	8404	3	-0.64087	0.98469	0.98482	0.999997	21304	0	-0.64087
HIST1H2AD	5	0.21512	0.39801	0.999718	8405	2	-0.54068	0.231	0.42096	0.997138	8915	1	-0.54068
APOBEC3A	6	0.21512	0.41472	0.999718	8406	3	-0.81739	0.7917	0.86683	0.999997	18361	1	-0.81739
SMAGP	5	0.2152	0.39811	0.999718	8407	3	-0.79568	0.7353	0.8066	0.999997	17771	1	-0.79568
NUDT11	6	0.21523	0.41485	0.999718	8408	3	0.050767	0.3917	0.61154	0.997138	12486	3	0.050767
PPHLN1	6	0.21523	0.41485	0.999718	8409	2	1.2252	0.10206	0.25378	0.993881	5187	4	1.2252
hsa-mir-4649	4	0.21531	0.36646	0.999718	8410	2	-0.58617	0.70728	0.74704	0.999509	17370	1	-0.58617
CCDC168	6	0.21533	0.41497	0.999718	8411	2	0.23857	0.729	0.83968	0.999997	17688	2	0.23857
KRT76	6	0.21534	0.41497	0.999718	8412	3	-0.8856	0.64838	0.78393	0.999997	16530	2	-0.8856
TXNDC5	6	0.21549	0.41515	0.999718	8413	2	-0.17524	0.13183	0.30839	0.996128	6253	2	-0.17524
hsa-mir-1323	2	0.21551	0.28303	0.999718	8414	1	0.14517	0.19557	0.27684	0.995054	8113	1	0.14517
PRPF39	3	0.21558	0.33411	0.999718	8415	2	-1.0893	0.88623	0.88629	0.999997	19434	0	-1.0893
WDR19	6	0.21559	0.41527	0.999718	8416	2	0.19511	0.31278	0.52881	0.997138	10823	2	0.19511
ZAP70	5	0.21564	0.39867	0.999718	8417	1	0.081651	0.47101	0.63546	0.997138	13952	2	0.081651
CSF3	5	0.21564	0.39867	0.999718	8418	2	0.1844	0.27871	0.48283	0.997138	10088	1	0.1844
CLTB	5	0.21564	0.39867	0.999718	8419	1	2.7226	0.0023972	0.010434	0.779065	289	4	2.7226
NDUFA9	6	0.21564	0.41533	0.999718	8420	3	0.40438	0.070744	0.19318	0.993881	3920	3	0.40438
LIPK	6	0.21565	0.41534	0.999718	8421	2	-0.47122	0.86155	0.89271	0.999997	19113	1	-0.47122
hsa-mir-6764	4	0.21568	0.36681	0.999718	8422	2	-0.60063	0.20637	0.36608	0.997138	8361	1	-0.60063
ZMYM5	6	0.21576	0.41546	0.999718	8423	2	0.37291	0.39262	0.61251	0.997138	12513	3	0.37291
OR5AR1	4	0.21595	0.36708	0.999718	8424	1	1.7638	0.10446	0.22452	0.993881	5276	2	1.7638
hsa-mir-4791	4	0.21595	0.36708	0.999718	8425	2	-0.13646	0.023625	0.073505	0.977806	1732	2	-0.13646
FARSB	4	0.21595	0.36708	0.999718	8426	2	0.069591	0.26578	0.42281	0.997138	9773	2	0.069591
ABCA3	6	0.21599	0.41572	0.999718	8427	3	-0.49352	0.20555	0.4117	0.997138	8345	1	-0.49352
TTC21B	6	0.21606	0.41579	0.999718	8428	3	-0.65769	0.72501	0.83678	0.999997	17626	2	-0.65769
PFDN2	5	0.21606	0.39923	0.999718	8429	3	-0.80043	0.30207	0.51036	0.997138	10592	2	-0.80043
ZNF562	6	0.21609	0.41582	0.999718	8430	2	-0.25653	0.28198	0.49568	0.997138	10164	1	-0.25653
STXBP3	6	0.21612	0.41586	0.999718	8431	3	-0.43817	0.37269	0.59176	0.997138	12059	2	-0.43817
PRUNE	6	0.21612	0.41586	0.999718	8432	3	-0.7595	0.97426	0.97436	0.999997	21084	0	-0.7595
NonTargetingControlGuideForHuman_0850	1	0.21617	0.21586	0.994855	8433	1	-1.7819	0.78383	0.78415	0.999997	18311	0	-1.7819
hsa-mir-3147	3	0.21618	0.33484	0.999718	8434	1	0.38083	0.69676	0.70363	0.997138	17229	1	0.38083
hsa-mir-638	3	0.21618	0.33484	0.999718	8435	1	-0.21336	0.2192	0.34028	0.997138	8641	1	-0.21336
NME8	6	0.2162	0.41595	0.999718	8436	3	-0.67288	0.26528	0.47761	0.997138	9761	2	-0.67288
FAM65A	6	0.21621	0.41596	0.999718	8437	2	0.61463	0.22364	0.43172	0.997138	8754	3	0.61463
EMD	6	0.21629	0.41604	0.999718	8438	3	-0.77868	0.2589	0.47064	0.997138	9598	1	-0.77868
TRAM1L1	6	0.21638	0.41614	0.999718	8439	2	1.2632	0.058817	0.16915	0.993881	3449	3	1.2632
NUDC	5	0.21641	0.39973	0.999718	8440	3	-0.74324	0.29617	0.50493	0.997138	10479	2	-0.74324
NonTargetingControlGuideForHuman_0805	1	0.2165	0.21618	0.994855	8441	1	-1.8009	0.7835	0.78382	0.999997	18308	0	-1.8009
S100A11	6	0.21653	0.41632	0.999718	8442	2	0.30123	0.7416	0.84889	0.999997	17858	2	0.30123
GLTSCR2	5	0.21672	0.40013	0.999718	8443	3	-0.79682	0.13762	0.29332	0.99509	6467	2	-0.79682
NonTargetingControlGuideForHuman_0787	1	0.21677	0.21646	0.994855	8444	1	-1.7779	0.78323	0.78354	0.999997	18302	0	-1.7779
GIT1	6	0.21681	0.41664	0.999718	8445	2	0.069237	0.50341	0.69352	0.997138	14459	2	0.069237
TRIM31	6	0.21695	0.41681	0.999718	8446	3	-0.80229	0.42939	0.64994	0.997138	13316	2	-0.80229
SLC18A2	6	0.21701	0.41687	0.999718	8447	3	-0.80824	0.050783	0.15236	0.993881	3068	2	-0.80824
EXOSC3	4	0.21703	0.36813	0.999718	8448	2	-0.87812	0.83235	0.8342	0.999997	18757	1	-0.87812
RUFY2	6	0.21707	0.41694	0.999718	8449	2	0.40156	0.93103	0.93313	0.999997	20192	1	0.40156
NonTargetingControlGuideForHuman_0918	1	0.21709	0.21678	0.994855	8450	1	-1.7917	0.78291	0.78324	0.999997	18296	0	-1.7917
NOL8	6	0.21714	0.41702	0.999718	8451	3	-0.12823	0.04373	0.13753	0.993574	2778	2	-0.12823
TP53	6	0.21714	0.41702	0.999718	8452	3	0.2642	0.21327	0.42031	0.997138	8502	3	0.2642
MRPS30	4	0.21714	0.36824	0.999718	8453	2	0.021649	0.010756	0.036033	0.941339	905	2	0.021649
SHMT2	4	0.21714	0.36824	0.999718	8454	2	-0.051531	0.36639	0.5188	0.997138	11948	2	-0.051531
GLYCTK	6	0.21716	0.41705	0.999718	8455	2	0.11391	0.013951	0.052977	0.973673	1095	2	0.11391
SLC35D2	6	0.21717	0.41706	0.999718	8456	2	0.6867	0.31941	0.53592	0.997138	10963	3	0.6867
VWA9	6	0.21717	0.41706	0.999718	8457	3	-0.17239	0.61041	0.75915	0.999509	15990	2	-0.17239
PSG5	6	0.21717	0.41706	0.999718	8458	3	-0.0042892	0.67391	0.80116	0.999997	16898	2	-0.0042892
ZNF3	6	0.21717	0.41706	0.999718	8459	2	-0.0013818	0.37844	0.59776	0.997138	12180	2	-0.0013818
SPEG	6	0.21717	0.41706	0.999718	8460	3	0.66786	0.12253	0.29152	0.99509	5906	3	0.66786
SRPX2	6	0.21717	0.41706	0.999718	8461	2	0.83632	0.38279	0.60225	0.997138	12284	3	0.83632
KCNMB4	6	0.21717	0.41706	0.999718	8462	1	0.39938	0.4143	0.63458	0.997138	13010	3	0.39938
NOM1	6	0.21717	0.41706	0.999718	8463	3	-0.57583	0.38057	0.59996	0.997138	12239	1	-0.57583
ARF6	6	0.21717	0.41706	0.999718	8464	2	0.83355	0.31547	0.5317	0.997138	10881	3	0.83355
BRI3BP	6	0.21717	0.41706	0.999718	8465	2	-0.15626	0.29361	0.50824	0.997138	10410	2	-0.15626
TREM1	6	0.21717	0.41706	0.999718	8466	1	0.22606	0.84087	0.884	0.999997	18831	1	0.22606
ATP2C1	6	0.21717	0.41706	0.999718	8467	3	0.10852	0.25024	0.46092	0.997138	9377	3	0.10852
FANCD2	6	0.21717	0.41706	0.999718	8468	3	0.045872	0.14204	0.3266	0.996907	6621	3	0.045872
CHTF18	6	0.21717	0.41706	0.999718	8469	2	0.61476	0.053026	0.15705	0.993881	3181	2	0.61476
WFDC1	6	0.21717	0.41706	0.999718	8470	2	0.36959	0.49497	0.6886	0.997138	14315	2	0.36959
SEMA6A	6	0.21717	0.41706	0.999718	8471	2	0.13046	0.58895	0.74553	0.999509	15651	2	0.13046
KLHL36	6	0.21717	0.41706	0.999718	8472	2	-0.14352	0.14304	0.32839	0.996907	6655	2	-0.14352
ZNF106	6	0.21717	0.41706	0.999718	8473	1	0.53244	0.17133	0.37315	0.997138	7561	1	0.53244
SUSD5	6	0.21717	0.41706	0.999718	8474	2	0.68857	0.24642	0.45674	0.997138	9276	3	0.68857
C18orf42	6	0.21717	0.41706	0.999718	8475	1	1.4183	0.07132	0.19432	0.993881	3937	4	1.4183
NEFM	6	0.21717	0.41706	0.999718	8476	1	0.73253	0.38579	0.60536	0.997138	12345	3	0.73253
SCAF1	6	0.21717	0.41706	0.999718	8477	1	0.37327	0.064702	0.1811	0.993881	3687	2	0.37327
PPA2	6	0.21717	0.41706	0.999718	8478	1	0.079322	0.20953	0.41614	0.997138	8423	2	0.079322
LIG3	5	0.21736	0.40102	0.999718	8479	3	-0.80135	0.3109	0.51673	0.997138	10779	2	-0.80135
hsa-mir-5591	1	0.21739	0.21707	0.994855	8480	1	-1.7653	0.78261	0.78293	0.999997	18294	0	-1.7653
THOC2	6	0.21758	0.41752	0.999718	8481	3	-0.51916	0.30315	0.51847	0.997138	10612	2	-0.51916
RNF2	6	0.21764	0.41759	0.999718	8482	3	-0.47696	0.6845	0.80842	0.999997	17048	1	-0.47696
STAR	6	0.21766	0.41761	0.999718	8483	3	-0.88259	0.95735	0.95733	0.999997	20696	0	-0.88259
FBXW5	6	0.21773	0.4177	0.999718	8484	2	2.3211	0.014143	0.05358	0.973673	1107	4	2.3211
PHLPP2	6	0.21789	0.41789	0.999718	8485	3	-0.86035	0.40258	0.62267	0.997138	12740	2	-0.86035
MOS	4	0.21797	0.3691	0.999718	8486	2	-0.34012	0.21806	0.37727	0.997138	8613	1	-0.34012
KMT2A	6	0.21798	0.41798	0.999718	8487	3	-0.68755	0.57222	0.73505	0.999509	15403	1	-0.68755
NAB1	6	0.21799	0.418	0.999718	8488	3	0.27989	0.28176	0.49545	0.997138	10160	3	0.27989
hsa-mir-1250	4	0.21807	0.36919	0.999718	8489	2	-0.75342	0.28101	0.43736	0.997138	10140	1	-0.75342
MTRNR2L4	5	0.21825	0.40222	0.999718	8490	2	0.67813	0.61173	0.74728	0.999509	16007	2	0.67813
EIF3C	6	0.21828	0.41833	0.999718	8491	3	-0.73587	0.63983	0.77829	0.999997	16423	1	-0.73587
OR2L5	6	0.21833	0.41838	0.999718	8492	2	1.9313	0.033704	0.1141	0.982811	2315	4	1.9313
hsa-mir-1277	3	0.21834	0.33743	0.999718	8493	2	-0.86906	0.92349	0.92351	0.999997	20043	0	-0.86906
MMP16	4	0.21841	0.36953	0.999718	8494	2	0.72946	0.056497	0.13789	0.993574	3349	2	0.72946
RNF223	6	0.21848	0.41855	0.999718	8495	3	-0.87462	0.060996	0.17359	0.993881	3533	2	-0.87462
PRSS45	6	0.21852	0.4186	0.999718	8496	3	-0.1514	0.38505	0.6046	0.997138	12327	3	-0.1514
PNMA6A	6	0.21855	0.41863	0.999718	8497	3	-0.43153	0.16879	0.37025	0.997138	7492	2	-0.43153
YIPF2	6	0.21872	0.4188	0.999718	8498	1	0.96634	0.19148	0.39591	0.997138	8028	3	0.96634
FREM1	6	0.21872	0.41881	0.999718	8499	3	0.14487	0.21302	0.42003	0.997138	8496	3	0.14487
TMEM233	6	0.21877	0.41887	0.999718	8500	3	-0.84821	0.73461	0.84373	0.999997	17761	2	-0.84821
EEPD1	6	0.21883	0.41893	0.999718	8501	2	0.29999	0.60816	0.75772	0.999509	15958	2	0.29999
COMMD2	6	0.21891	0.41903	0.999718	8502	2	-0.20142	0.24129	0.45115	0.997138	9159	2	-0.20142
ZNF93	5	0.21893	0.40314	0.999718	8503	2	-0.25247	0.053668	0.14974	0.993881	3212	2	-0.25247
SLC34A1	6	0.21896	0.41908	0.999718	8504	1	1.813	0.0039839	0.018664	0.870172	430	4	1.813
FUT10	6	0.21911	0.41924	0.999718	8505	3	-0.71867	0.4523	0.6642	0.997138	13675	1	-0.71867
DCAKD	5	0.21924	0.40356	0.999718	8506	2	-0.40366	0.44023	0.61215	0.997138	13489	2	-0.40366
CPLX3	5	0.21928	0.40362	0.999718	8507	3	-0.49802	0.92226	0.92246	0.999997	20014	0	-0.49802
MYL4	6	0.21933	0.41947	0.999718	8508	3	-0.80485	0.57003	0.73371	0.999509	15378	2	-0.80485
WIF1	6	0.21934	0.4195	0.999718	8509	3	-0.87236	0.59609	0.75009	0.999509	15762	2	-0.87236
TLE1	6	0.21939	0.41955	0.999718	8510	1	0.96319	0.093671	0.23786	0.993881	4863	3	0.96319
PCDHGC5	1	0.21939	0.2191	0.994855	8511	1	-1.7163	0.78061	0.78094	0.999997	18273	0	-1.7163
TFPT	6	0.2194	0.41956	0.999718	8512	2	2.6419	0.0047291	0.021382	0.893764	490	4	2.6419
NDUFS8	5	0.21945	0.40385	0.999718	8513	3	-0.69601	0.55601	0.70207	0.997138	15181	1	-0.69601
TACR3	6	0.21951	0.41969	0.999718	8514	3	-0.21472	0.74875	0.85418	0.999997	17976	2	-0.21472
TVP23B	6	0.21955	0.41973	0.999718	8515	3	-0.3341	0.72114	0.83403	0.999997	17567	2	-0.3341
FAM104A	5	0.21962	0.40409	0.999718	8516	2	1.4106	0.15584	0.31915	0.996845	7105	3	1.4106
SCXA	6	0.21963	0.41982	0.999718	8517	2	0.23763	0.48393	0.6822	0.997138	14149	2	0.23763
MGST1	6	0.21964	0.41983	0.999718	8518	3	-0.63851	0.44335	0.65921	0.997138	13532	2	-0.63851
NonTargetingControlGuideForHuman_0166	1	0.21966	0.21937	0.994855	8519	1	-1.763	0.78034	0.78066	0.999997	18272	0	-1.763
TGIF2LY	6	0.21967	0.41988	0.999718	8520	2	-0.29601	0.66177	0.79284	0.999997	16721	1	-0.29601
EML6	6	0.21973	0.41995	0.999718	8521	3	-0.31273	0.39113	0.61095	0.997138	12470	2	-0.31273
FUT4	6	0.21975	0.41998	0.999718	8522	3	0.042323	0.018126	0.066401	0.977806	1363	3	0.042323
hsa-mir-4278	4	0.21979	0.37089	0.999718	8523	2	-0.52348	0.92993	0.92985	0.999997	20166	0	-0.52348
KCNMA1	6	0.21981	0.42005	0.999718	8524	2	-0.16639	0.91345	0.92051	0.999997	19862	1	-0.16639
FKRP	6	0.21986	0.4201	0.999718	8525	3	-0.308	0.7738	0.86141	0.999997	18204	1	-0.308
ADCY10	6	0.2201	0.42036	0.999718	8526	3	-0.28445	0.74336	0.8502	0.999997	17895	1	-0.28445
AP1B1	6	0.22029	0.42058	0.999718	8527	2	0.65661	0.04004	0.1296	0.991008	2605	3	0.65661
KRT26	6	0.22038	0.42068	0.999718	8528	3	-0.81334	0.083095	0.21743	0.993881	4445	2	-0.81334
PTPRA	6	0.2204	0.4207	0.999718	8529	3	0.053933	0.26157	0.47359	0.997138	9662	3	0.053933
DMXL1	6	0.22047	0.42079	0.999718	8530	3	-0.85847	0.91321	0.92036	0.999997	19856	1	-0.85847
NonTargetingControlGuideForHuman_0481	1	0.2205	0.2202	0.994855	8531	1	-1.7584	0.7795	0.77982	0.999997	18266	0	-1.7584
NonTargetingControlGuideForHuman_0616	1	0.22051	0.2202	0.994855	8532	1	-1.7565	0.77949	0.77981	0.999997	18265	0	-1.7565
COBL	6	0.22051	0.42083	0.999718	8533	2	-0.17599	0.44532	0.66031	0.997138	13568	2	-0.17599
NonTargetingControlGuideForHuman_0957	1	0.22055	0.22024	0.994855	8534	1	-1.7515	0.77945	0.77976	0.999997	18264	0	-1.7515
PTPRJ	5	0.22059	0.40539	0.999718	8535	2	0.13125	0.94351	0.94374	0.999997	20423	0	0.13125
C9orf117	5	0.22063	0.40543	0.999718	8536	1	2.68	0.027839	0.08652	0.979378	1975	3	2.68
ZNF692	5	0.22063	0.40543	0.999718	8537	1	-0.082956	0.62709	0.75991	0.999509	16225	2	-0.082956
TMEM101	6	0.22066	0.42101	0.999718	8538	3	-0.94493	0.98757	0.98763	0.999997	21357	0	-0.94493
NonTargetingControlGuideForHuman_0213	1	0.22072	0.22041	0.994855	8539	1	-1.7589	0.77928	0.77961	0.999997	18262	0	-1.7589
SYNDIG1L	6	0.2208	0.42117	0.999718	8540	3	-0.78879	0.17146	0.3733	0.997138	7564	2	-0.78879
DNAH9	6	0.22081	0.42118	0.999718	8541	3	-0.39686	0.94975	0.94986	0.999997	20535	0	-0.39686
CMPK2	6	0.22082	0.42119	0.999718	8542	3	-0.47116	0.5483	0.72041	0.999046	15073	2	-0.47116
CTDSP2	5	0.22083	0.40571	0.999718	8543	3	-0.78511	0.92443	0.92467	0.999997	20057	0	-0.78511
SUPT20HL2	6	0.22093	0.42132	0.999718	8544	3	-0.71391	0.98223	0.98239	0.999997	21247	0	-0.71391
CELF1	6	0.22104	0.42145	0.999718	8545	2	0.69585	0.11982	0.28667	0.99509	5803	3	0.69585
GPN1	6	0.22104	0.42145	0.999718	8546	2	0.016557	0.6084	0.75787	0.999509	15960	2	0.016557
C20orf194	6	0.22104	0.42145	0.999718	8547	2	1.3466	0.14097	0.32474	0.996907	6577	4	1.3466
CSN1S1	6	0.22104	0.42145	0.999718	8548	2	0.86328	0.31613	0.53241	0.997138	10893	3	0.86328
GPATCH8	6	0.22104	0.42145	0.999718	8549	1	0.55989	0.94253	0.94296	0.999997	20407	1	0.55989
EXTL1	6	0.22104	0.42145	0.999718	8550	2	0.48376	0.27189	0.48479	0.997138	9934	3	0.48376
AK8	6	0.22104	0.42145	0.999718	8551	2	1.1535	0.11467	0.27721	0.995054	5624	4	1.1535
STARD10	6	0.22104	0.42145	0.999718	8552	3	-0.42211	0.53295	0.71117	0.998131	14865	1	-0.42211
CPNE1	6	0.22104	0.42145	0.999718	8553	3	-0.4966	0.92887	0.9315	0.999997	20144	1	-0.4966
ATOH1	6	0.22104	0.42145	0.999718	8554	3	-0.6881	0.56664	0.73156	0.999509	15329	2	-0.6881
GJC3	5	0.22106	0.40602	0.999718	8555	3	-0.75843	0.56886	0.71231	0.998279	15352	2	-0.75843
DGAT2L6	6	0.22107	0.42149	0.999718	8556	2	0.30937	0.21469	0.42188	0.997138	8532	3	0.30937
PPIL6	6	0.22115	0.42158	0.999718	8557	3	-0.53961	0.56898	0.73306	0.999509	15355	2	-0.53961
hsa-mir-664b	4	0.22128	0.37236	0.999718	8558	2	-0.61141	0.28503	0.44116	0.997138	10229	1	-0.61141
FKBP2	6	0.2213	0.42176	0.999718	8559	3	-0.090094	0.19559	0.40055	0.997138	8114	3	-0.090094
C1orf106	6	0.22133	0.42178	0.999718	8560	3	-0.47437	0.39965	0.61966	0.997138	12663	1	-0.47437
RAPGEF3	5	0.22138	0.40643	0.999718	8561	3	-0.82114	0.42903	0.60376	0.997138	13304	2	-0.82114
VSTM2L	5	0.22143	0.40651	0.999718	8562	2	1.5381	0.03008	0.092233	0.979378	2102	3	1.5381
LIPT2	2	0.22143	0.28722	0.999718	8563	1	-0.48575	0.42035	0.44263	0.997138	13127	1	-0.48575
TMEM38A	6	0.22149	0.42196	0.999718	8564	2	1.0601	0.15872	0.35565	0.997138	7188	4	1.0601
RPL12	4	0.22152	0.37259	0.999718	8565	2	-0.72463	0.94206	0.94192	0.999997	20395	0	-0.72463
CLEC16A	6	0.22154	0.42201	0.999718	8566	3	-0.47926	0.13748	0.31853	0.996826	6460	2	-0.47926
hsa-mir-519d	4	0.22154	0.37262	0.999718	8567	1	-0.19879	0.7102	0.74868	0.999509	17408	1	-0.19879
H2AFZ	4	0.22154	0.37262	0.999718	8568	2	-0.069046	0.32478	0.47883	0.997138	11084	2	-0.069046
COA5	4	0.22154	0.37262	0.999718	8569	1	1.6936	0.044364	0.11475	0.982811	2810	3	1.6936
hsa-mir-4503	4	0.22154	0.37262	0.999718	8570	2	1.1765	0.026948	0.080202	0.977806	1915	2	1.1765
hsa-mir-3934	4	0.22154	0.37262	0.999718	8571	1	-0.1053	0.68068	0.73236	0.999509	17001	1	-0.1053
GNL2	4	0.22154	0.37262	0.999718	8572	2	-0.88292	0.90379	0.90362	0.999997	19699	0	-0.88292
C17orf112	5	0.22159	0.40673	0.999718	8573	2	0.13672	0.86261	0.87203	0.999997	19128	1	0.13672
ATP5O	5	0.2217	0.40689	0.999718	8574	3	-0.72974	0.13805	0.29395	0.995222	6477	2	-0.72974
CYC1	6	0.22173	0.42223	0.999718	8575	3	-0.90129	0.86934	0.89626	0.999997	19204	1	-0.90129
PDCD7	5	0.22182	0.40706	0.999718	8576	3	-0.75721	0.65761	0.77826	0.999997	16672	1	-0.75721
BRF2	6	0.22195	0.42251	0.999718	8577	3	-0.3984	0.49378	0.68792	0.997138	14295	2	-0.3984
NonTargetingControlGuideForHuman_0573	1	0.22199	0.22171	0.994855	8578	1	-1.7473	0.77801	0.77834	0.999997	18248	0	-1.7473
OR10X1	6	0.2221	0.42269	0.999718	8579	3	-0.51448	0.12055	0.28798	0.99509	5835	2	-0.51448
RAB20	6	0.22224	0.42286	0.999718	8580	3	-0.79123	0.36103	0.57961	0.997138	11842	1	-0.79123
FMO5	5	0.22225	0.40766	0.999718	8581	1	0.64427	0.72871	0.80398	0.999997	17683	1	0.64427
hsa-mir-1254-2	1	0.22226	0.22197	0.994855	8582	1	-1.6494	0.77774	0.77808	0.999997	18242	0	-1.6494
ATOH8	6	0.22233	0.42297	0.999718	8583	3	-0.073819	0.35633	0.57472	0.997138	11740	3	-0.073819
hsa-mir-1286	3	0.22234	0.34233	0.999718	8584	1	-0.53623	0.16873	0.27852	0.99509	7485	1	-0.53623
hsa-mir-30d	3	0.22234	0.34233	0.999718	8585	2	-0.92302	0.54233	0.59323	0.997138	14999	1	-0.92302
CLEC12B	6	0.22243	0.42308	0.999718	8586	2	0.23062	0.41652	0.63684	0.997138	13052	3	0.23062
C21orf58	5	0.22245	0.40793	0.999718	8587	3	-0.77686	0.51647	0.67068	0.997138	14634	2	-0.77686
